,סוג,שנה,יד,סמ״ק,מחיר,קילומטראז',סוג מנוע,תיבת הילוכים,צבע,תאריך עליה לכביש,טסט עד,בעלות נוכחית,מוכן להחלפה,מותאם לנכים,זיהום מירבי,אזור המכירה:,בעלות קודמת,שם הסוכנות:
304,סיאט איביזה,2010,4,1598,"14,500 ₪","266,000",בנזין,אוטומט,לבן,08/2010,08/2022,פרטית,לא,לא,14,ירושלים,פרטית,
305,פורד פוקוס,2013,3,1596,"17,500 ₪","178,000",בנזין,אוטומט,אפור,08/2013,,השכרה,לא,לא,14,קרית שמונה,השכרה,
306,טויוטה קורולה,2006,3,1598,"14,000 ₪","245,000",בנזין,אוטומט,כסף מטלי,12/2006,12/2022,פרטית,לא,לא,NaN,באר שבע,פרטית,
307,סוזוקי SX4 קרוסאובר,2015,1,1586,"52,000 ₪","201,000",בנזין,אוטומט,כחול כהה מטאלי,06/2015,06/2022,פרטית,לא,לא,8,גן נר,,
308,מיצובישי כריזמה,2003,4,1597,לא צוין מחיר,"260,000",בנזין,אוטומט,ירוק בקבוק,,,פרטית,לא,לא,NaN,אשדוד,פרטית,
309,קיה פיקנטו,2013,2,1248,"26,000 ₪","198,000",בנזין,אוטומט,לבן,08/2013,08/2022,פרטית,כן,לא,9,כפר יונה,השכרה,מוטודיל
310,סקודה קודיאק,2018,1,1984,"166,000 ₪","100,000",בנזין,אוטומט,טורקיז,03/2018,03/2022,פרטית,לא,לא,15,מיתר / כרמית,,
311,שברולט אופטרה,2007,3,1598,"6,000 ₪","155,000",בנזין,אוטומט,זהב,01/2007,01/2022,פרטית,לא,לא,NaN,חריש,פרטית,
312,רנו מגאן גראנד קופה,2018,2,1461,"84,000 ₪","93,000",דיזל,אוטומט,שחור מטאלי,11/2018,11/2022,פרטית,לא,לא,7,שדרות,פרטית,
313,מאזדה 3,2010,2,1598,"25,000 ₪","133,000",בנזין,אוטומט,כסוף,,,פרטית,לא,לא,15,תל אביב יפו,ליסינג,
314,קיה ספורטז',2020,1,1598,"127,700 ₪","12,800",דיזל,אוטומט,כחול,07/2020,09/2022,ליסינג,לא,לא,NaN,ירושלים,,
315,מאזדה 3,2012,3,1598,"1,000 ₪","115,000",בנזין,אוטומט,אפור מטאלי,05/2012,05/2022,פרטית,כן,לא,15,רחובות,ליסינג,פרייבט קאר
316,ב.מ.וו X6,2021,0,2998,"669,000 ₪",,בנזין,אוטומט,כחול כהה,,,פרטית,כן,לא,15,בת ים,,ירין מוטורס
317,ניסאן קשקאי,2015,1,1197,"75,500 ₪","72,000",בנזין,אוטומט,אפור עכבר,08/2015,08/2022,פרטית,לא,לא,13,חיפה,,טל סוכנויות
318,מזראטי לבנטה,2019,2,2987,"400,000 ₪","70,000",דיזל,אוטומט,פלטינה,01/2019,01/2022,פרטית,לא,לא,15,חיפה,פרטית,מתן חיים
319,מזראטי לבנטה,2018,1,2979,"369,000 ₪","77,000",בנזין,אוטומט,אפור,,,פרטית,כן,לא,15,חולון,,רויאל קאר
320,פורד S-מקס,2013,2,1999,"22,800 ₪","174,000",בנזין,אוטומט,לבן,07/2013,10/2021,פרטית,לא,לא,15,שילת,ליסינג,סולי קאר
321,מרצדס C-Class,2007,5,1796,"22,000 ₪","243,000",בנזין,אוטומט,שחור,,12/2021,פרטית,כן,לא,NaN,חיפה,פרטית,נקסט קאר
322,דייהטסו סיריון,2009,2,1298,לא צוין מחיר,"147,000",בנזין,אוטומט,תכלת,05/2009,05/2022,פרטית,כן,לא,4,ראשון לציון,ליסינג,אוטו שי
323,פיאט 500,2015,2,1242,"22,000 ₪","113,000",בנזין,ידנית,לבן,10/2015,10/2022,פרטית,לא,לא,7,רחובות,פרטית,טרייד אין 770
324,ניסאן אלמרה,2015,3,1598,"27,900 ₪","153,000",בנזין,אוטומט,לבן,07/2015,07/2022,ליסינג,כן,לא,8,נתניה,פרטית,וי מוטורס
325,פורד מונדאו,2011,2,2261,"16,500 ₪","194,000",בנזין,אוטומט,שחור,03/2011,03/2022,פרטית,כן,לא,15,תל אביב יפו,ליסינג,אוטו חי - יוסי חזן בעמ
326,סיאט ארונה,2019,2,999,"87,500 ₪","110,000",בנזין,אוטומט,כסוף,04/2019,04/2022,פרטית,כן,לא,9,בת ים,פרטית,yes car
327,מיצובישי אטראז',2015,4,1193,"25,000 ₪","174,000",בנזין,אוטומט,אפור עכבר,07/2015,07/2022,פרטית,לא,לא,4,באר שבע,ליסינג,א.נייס קאר בעמ
328,יונדאי i20,2020,2,998,לא צוין מחיר,"10,000",בנזין,אוטומט,שחור מטאלי,08/2020,08/2022,פרטית,כן,לא,6,כפר סבא,פרטית,"ניו קאר ליס מוטורס בע""מ"
329,לקסוס IS250,2008,5,2500,"46,900 ₪","199,000",בנזין,אוטומט,לבן פנינה,02/2008,02/2022,פרטית,כן,לא,15,נתניה,פרטית,דולב
330,אופל קורסה,2015,1,1398,לא צוין מחיר,"80,000",בנזין,אוטומט,לבן,03/2015,03/2022,פרטית,כן,לא,12,ראשון לציון,,אוטו שי
331,סקודה קודיאק,2017,2,1968,"156,500 ₪","108,000",דיזל,אוטומט,כסוף,12/2017,12/2022,פרטית,כן,לא,NaN,בת ים,פרטית,yes car
332,רנו קליאו דור 4 (2013-2019),2018,2,1197,"49,900 ₪","83,000",בנזין,אוטומט,אפור מטאלי,05/2018,05/2022,פרטית,לא,לא,10,חיפה,ליסינג,מונט קאר
333,אאודי Q8,2019,2,2995,"460,000 ₪","35,000",בנזין,אוטומט,אפור מטאלי,,,פרטית,לא,לא,15,באר שבע,חברה,
334,קיה ספורטז',2016,2,1591,"110,000 ₪","47,000",בנזין,אוטומט,לבן,05/2016,05/2022,פרטית,לא,לא,15,פרדסיה,פרטית,
335,סוזוקי אלטו,2011,3,996,"20,000 ₪","190,000",בנזין,אוטומט,לבן,,08/2022,פרטית,לא,לא,9,קרני שומרון,פרטית,
336,ב.מ.וו X4,2020,1,1998,לא צוין מחיר,"20,000",בנזין,אוטומט,לבן,,,פרטית,לא,לא,14,כפר קאסם,,
337,רנו קפצ'ור,2015,2,1197,"35,000 ₪","135,000",בנזין,אוטומט,לבן פנינה,09/2015,09/2022,פרטית,לא,לא,13,חיפה,ליסינג,
338,יונדאי איוניק,2019,1,1580,"108,000 ₪","38,000",בנזין,אוטומט,לבן,05/2019,04/2022,פרטית,לא,לא,2,עין השופט,,
339,יונדאי גטס,2006,3,1399,"6,000 ₪","243,000",בנזין,אוטומט,אפור,,05/2022,פרטית,לא,לא,14,נתניה,פרטית,
340,שברולט אפלנדר,2006,3,3498,"18,000 ₪","208,000",בנזין,אוטומט,זהב מטאלי,,04/2022,פרטית,לא,לא,NaN,בני ברק,פרטית,
341,לקסוס RX350,2015,3,3456,"142,000 ₪","146,000",בנזין,אוטומט,לבן פנינה,02/2015,02/2022,פרטית,לא,לא,15,ירושלים,ליסינג,
342,אאודי Q2,2018,2,1395,"127,500 ₪","59,000",בנזין,אוטומט,אפור עכבר,03/2018,03/2022,פרטית,לא,לא,13,באר שבע,פרטית,
343,פולקסווגן פאסאט,2015,2,1798,"73,000 ₪","147,000",בנזין,אוטומט,שחור מטאלי,08/2015,08/2022,פרטית,לא,לא,12,ירושלים,ליסינג,
344,לנד רובר ריינג' רובר ספורט,2011,4,2993,"145,000 ₪","370,000",דיזל,אוטומט,לבן,04/2011,04/2022,פרטית,כן,לא,15,אשדוד,פרטית,
345,סקודה אוקטביה,2019,2,999,"80,000 ₪","98,000",בנזין,אוטומט,לבן,01/2019,01/2022,פרטית,לא,לא,7,חיפה,פרטית,
346,מאזדה 3,2018,3,1998,"84,900 ₪","71,360",בנזין,אוטומט,שחור מטאלי,05/2018,,פרטית,לא,לא,12,יבנה,פרטית,"שקד מוטורס בע""מ"
347,פולקסווגן אפ / UP,2014,1,999,"23,000 ₪","109,000",בנזין,ידנית,אדום מטאלי,12/2014,01/2022,פרטית,לא,לא,4,תל מונד,,
348,הונדה סיוויק האצ'בק החדשה,2014,3,1798,"46,000 ₪","117,000",בנזין,אוטומט,אפור מטאלי,01/2014,01/2022,פרטית,לא,לא,14,פתח תקווה,פרטית,
349,שברולט קפטיבה,2011,2,2231,"50,000 ₪","160,000",דיזל,אוטומט,לבן פנינה,,,פרטית,כן,לא,15,פתח תקווה,פרטית,
350,אאודי A4,2015,1,1798,"65,000 ₪","160,000",בנזין,אוטומט,שחור מטאלי,01/2015,01/2023,פרטית,לא,לא,13,נתיבות,,
351,טסלה מודל 3,2021,1,,"295,000 ₪",450,חשמלי,אוטומט,אפור,11/2021,,פרטית,לא,לא,1,קרית ים,,
352,קיה סטוניק,2021,1,998,"126,000 ₪",1,בנזין,אוטומט,אדום,10/2021,11/2023,ליסינג,לא,לא,7,כפר סבא,,גלי ליסינג מכירת רכב
353,הונדה סיוויק סדאן החדשה,2014,3,1798,לא צוין מחיר,"152,000",בנזין,אוטומט,כסף מטלי,,,פרטית,כן,לא,NaN,קרית שמונה,פרטית,רמי קאר מוטורס
354,קיה ריו,2010,3,1399,לא צוין מחיר,"170,000",בנזין,אוטומט,לבן,05/2010,05/2022,פרטית,לא,לא,14,חיפה,פרטית,קאר דיל מוטורס
355,אאודי S5,2019,2,2995,"377,000 ₪","64,000",בנזין,אוטומט,שחור מטאלי,01/2019,,פרטית,כן,לא,15,נתניה,פרטית,4 גלגלים
356,מרצדס S-Class,2020,1,2996,לא צוין מחיר,"20,000",היברידי חשמל / בנזין,אוטומט,שחור מטאלי,08/2020,08/2022,פרטית,כן,לא,2,נתניה,,אהרוני ליסינג
357,מרצדס GT AMG,2021,2,2999,"899,000 ₪","40,000",בנזין,אוטומט,שחור מטאלי,01/2021,01/2023,פרטית,כן,לא,15,ירושלים,פרטית,ישראל דניאל
358,סמארט פורפור,2017,1,898,"58,000 ₪","58,000",בנזין,אוטומט,זהב מטאלי,03/2017,03/2022,פרטית,לא,לא,4,ירושלים,,הורוביץ מכוניות
359,מרצדס A-Class,2021,0,1332,לא צוין מחיר,,היברידי חשמל / בנזין,אוטומט,שחור,,,פרטית,כן,לא,1,תל אביב יפו,,הינומה מוטורס
360,מרצדס A-Class,2021,1,1991,לא צוין מחיר,"10,000",בנזין,אוטומט,שחור,,,פרטית,כן,לא,1,נתניה,,4 גלגלים
361,ניסאן ג'וק / Juke,2012,4,1598,"34,500 ₪","160,000",בנזין,אוטומט,שחור,,,פרטית,לא,לא,13,דאלית אל כרמל,פרטית,טרייד אין רימון בעמ
362,סקודה סופרב (עד 2019),2017,2,1984,"132,000 ₪","145,000",בנזין,אוטומט,אפור מטאלי,03/2017,03/2022,פרטית,לא,לא,12,נצרת עילית / נוף הגליל,ליסינג,רכב עבוד
363,ב.מ.וו X5,2011,2,4395,1950 ₪ לחודש,"110,000",בנזין,אוטומט,שחור,06/2011,,פרטית,כן,לא,15,חיפה,פרטית,מרכז הרכב
364,לקסוס UX,2019,1,1987,"184,500 ₪","13,000",בנזין,אוטומט,לבן פנינה,07/2019,07/2022,פרטית,כן,לא,3,נתניה,,Ayash- טרייד-אין
365,וולוו XC90,2021,1,1969,לא צוין מחיר,1,היברידי חשמל / בנזין,אוטומט,לבן,11/2021,,פרטית,לא,לא,2,נשר,,שיא סוכנויות רכב
366,ב.מ.וו M3,2021,1,2993,לא צוין מחיר,1,בנזין,אוטומט,אדום מטאלי,09/2021,,פרטית,כן,לא,15,ירושלים,,אבו עישה מוטורס סחר ברכב וליסינג בעמ
367,סוזוקי אלטו,2014,2,996,"23,000 ₪","155,000",בנזין,אוטומט,אפור,06/2014,06/2022,פרטית,לא,לא,6,מירון,פרטית,שי בר רכבים
368,מאזדה 5,2011,2,1999,"50,000 ₪","144,000",בנזין,אוטומט,שחור מטאלי,09/2011,09/2022,פרטית,כן,לא,15,תל אביב יפו,פרטית,אפיקים עטר מוטורס
369,פיאט 500,2013,2,1242,לא צוין מחיר,"171,000",בנזין,ידנית,אפור עכבר,10/2013,,פרטית,כן,לא,7,קרית שמונה,פרטית,דורון מוטורס
370,מיצובישי גרנדיס,2007,3,2378,"25,000 ₪","252,000",בנזין,אוטומט,כחול כהה,,02/2022,פרטית,לא,לא,15,נתניה,פרטית,
371,קיה ספורטז',2016,2,1591,"75,000 ₪","97,000",בנזין,אוטומט,לבן פנינה,02/2016,02/2022,פרטית,כן,לא,15,דימונה,פרטית,
372,קיה סטוניק,2020,1,998,"98,000 ₪","16,000",בנזין,אוטומט,לבן,08/2020,08/2022,ליסינג,לא,לא,6,תל אביב יפו,,
373,סיאט ארונה,2020,1,999,"113,000 ₪","4,200",בנזין,אוטומט,לבן,09/2020,09/2022,פרטית,לא,לא,9,רעננה,,
374,סקודה אוקטביה,2013,3,1197,"27,000 ₪","222,000",בנזין,אוטומט,ברונזה,06/2013,06/2022,פרטית,לא,לא,9,ירושלים,פרטית,
375,סובארו B4,2008,4,1994,"15,000 ₪","170,000",בנזין,אוטומט,כסוף,05/2008,05/2022,פרטית,לא,לא,15,ירושלים,פרטית,
376,סוזוקי SX4,2008,3,1586,"14,600 ₪","157,000",בנזין,אוטומט,בורדו,01/2008,01/2022,פרטית,לא,לא,15,חשמונאים,פרטית,
377,יונדאי i10,2015,3,998,לא צוין מחיר,"160,000",בנזין,אוטומט,שחור,01/2015,01/2022,פרטית,לא,לא,9,בנימינה גבעת עדה,פרטית,
378,סיאט מי / MII,2012,4,999,"21,000 ₪","129,000",בנזין,אוטומט,לבן פנינה,11/2012,07/2022,פרטית,כן,לא,5,ירושלים,פרטית,
379,פולקסווגן פולו,2010,2,1390,"30,500 ₪","126,000",בנזין,אוטומט,אדום,10/2010,10/2022,פרטית,לא,לא,11,ירושלים,פרטית,
380,אאודי A3,2016,5,1395,"75,000 ₪","138,000",בנזין,אוטומט,אפור מטאלי,05/2016,05/2022,פרטית,לא,לא,13,רמת השרון,פרטית,
381,סיאט ארונה,2020,1,999,"110,000 ₪","67,000",בנזין,אוטומט,שחור,06/2020,06/2023,פרטית,לא,לא,9,גני תקווה,,
382,טויוטה קורולה,2009,2,1598,"22,000 ₪","278,000",בנזין,אוטומט,כסף מטלי,12/2009,12/2022,פרטית,לא,לא,14,ירושלים,ליסינג,
383,יונדאי i10,2016,1,1248,לא צוין מחיר,"90,413",בנזין,אוטומט,כתום,11/2016,11/2022,פרטית,לא,לא,NaN,פתח תקווה,,סגל סער ציוד ורכב
384,ניסאן אקס טרייל,2021,1,1749,"180,000 ₪","23,000",דיזל,אוטומט,אפור מטאלי,01/2021,01/2023,פרטית,לא,לא,14,נצר חזני,,
385,סיאט איביזה,2013,2,1390,"26,000 ₪","199,000",בנזין,ידנית,לבן,,01/2022,פרטית,לא,לא,11,קדר,פרטית,
386,האמר H3,2008,1,3653,"135,000 ₪","120,000",בנזין,אוטומט,שחור,07/2008,07/2022,פרטית,לא,לא,15,אשקלון,,
387,טסלה מודל 3,2022,1,,לא צוין מחיר,,חשמלי,אוטומט,לבן,12/2022,,פרטית,לא,לא,1,רמת גן,,
388,טויוטה C-HR,2017,2,1798,"105,000 ₪","190,000",בנזין,אוטומט,אפור,05/2017,05/2022,פרטית,לא,לא,NaN,מייסר,פרטית,
389,ב.מ.וו סדרה 5,2021,0,1998,לא צוין מחיר,,היברידי חשמל / בנזין,אוטומט,לבן פנינה,06/2021,06/2023,פרטית,כן,לא,2,תל אביב יפו,,עלית מוטורס ישראל בעמ
390,מאזדה 6,2012,3,1999,700 ₪ לחודש,"170,000",בנזין,אוטומט,שחור,05/2012,,פרטית,לא,לא,12,חיפה,השכרה,מרכז הרכב
391,קיה אופטימה / Optima,2020,1,1999,"179,900 ₪","1,500",בנזין,אוטומט,לבן פנינה,10/2020,10/2022,פרטית,כן,לא,3,אבן יהודה,,סיטיקאר סנטר 1999 בעמ
392,פורד מוסטנג,2021,0,2261,"285,000 ₪",,בנזין,אוטומט,שחור,11/2021,11/2023,פרטית,לא,לא,15,ראשון לציון,,גאלופ מוטורס
393,פולקסווגן חיפושית החדשה,2017,2,1197,"109,900 ₪","99,000",בנזין,אוטומט,שחור מטאלי,01/2017,01/2023,פרטית,כן,לא,9,נתניה,פרטית,אקסטרא קאר
394,מרצדס E-Class קופה / קבריולט,2019,2,1991,"429,000 ₪","18,000",בנזין,אוטומט,לבן,06/2019,06/2022,פרטית,כן,לא,15,ירכא,פרטית,ע.עבאס תיווך וסחר רכב
395,סקודה סופרב (עד 2019),2014,3,1798,"43,900 ₪","173,000",בנזין,אוטומט,ברונזה,07/2014,07/2022,פרטית,כן,לא,15,חיפה,פרטית,אליאב סוכניות
396,טויוטה קורולה,2014,2,1598,"70,000 ₪","87,000",בנזין,אוטומט,ברונזה,04/2014,04/2022,פרטית,לא,לא,11,ראשון לציון,פרטית,"טויוטה ראשל""צ סלקט"
397,טויוטה יאריס,2016,2,1329,"55,900 ₪","130,000",בנזין,אוטומט,אפור מטאלי,05/2016,05/2022,פרטית,לא,לא,7,נתניה,ליסינג,סנטר קאר סוכניות
398,פולקסווגן גולף,2014,3,1197,לא צוין מחיר,"155,000",בנזין,אוטומט,תכלת מטאלי,10/2014,10/2022,פרטית,כן,לא,11,קרית שמונה,פרטית,רויאל מוטורס
399,סוזוקי סוויפט,2010,3,1490,לא צוין מחיר,"149,000",בנזין,אוטומט,אפור מטאלי,04/2010,04/2022,פרטית,לא,לא,14,חיפה,פרטית,מ.ת. מוטורס בעמ
400,אופל אסטרה,2012,3,1364,לא צוין מחיר,"210,000",בנזין,אוטומט,אפור,,,פרטית,כן,לא,14,קרית שמונה,ליסינג,דורון מוטורס
401,מאזדה 3,2016,3,1496,"58,000 ₪","93,000",בנזין,אוטומט,אפור עכבר,04/2016,04/2022,פרטית,לא,לא,12,חולון,פרטית,carcity
402,מאזדה 3,2012,3,1598,"1,000 ₪","115,000",בנזין,אוטומט,אפור מטאלי,05/2012,05/2022,פרטית,כן,לא,15,רחובות,ליסינג,פרייבט קאר
403,ב.מ.וו X6,2021,0,2998,"669,000 ₪",,בנזין,אוטומט,כחול כהה,,,פרטית,כן,לא,15,בת ים,,ירין מוטורס
404,ניסאן קשקאי,2015,1,1197,"75,500 ₪","72,000",בנזין,אוטומט,אפור עכבר,08/2015,08/2022,פרטית,לא,לא,13,חיפה,,טל סוכנויות
405,מזראטי לבנטה,2019,2,2987,"400,000 ₪","70,000",דיזל,אוטומט,פלטינה,01/2019,01/2022,פרטית,לא,לא,15,חיפה,פרטית,מתן חיים
406,מזראטי לבנטה,2018,1,2979,"369,000 ₪","77,000",בנזין,אוטומט,אפור,,,פרטית,כן,לא,15,חולון,,רויאל קאר
407,טויוטה C-HR,2017,2,1798,"105,000 ₪","190,000",בנזין,אוטומט,אפור,05/2017,05/2022,פרטית,לא,לא,NaN,מייסר,פרטית,
408,מרצדס C-Class קופה,2020,1,1497,"355,000 ₪","24,000",בנזין,אוטומט,אפור מטאלי,08/2020,,פרטית,לא,לא,11,תל אביב יפו,,
409,פיג'ו 3008,2020,1,1499,"150,000 ₪","39,000",דיזל,אוטומט,חום מטאלי,01/2020,01/2023,פרטית,לא,לא,13,אשקלון,,
410,שברולט קרוז,2013,2,1796,"12,000 ₪","182,000",בנזין,אוטומט,כסוף,08/2013,08/2022,פרטית,לא,לא,14,כפר ויתקין,פרטית,
411,טויוטה קורולה,2006,3,1598,"12,000 ₪","300,000",בנזין,אוטומט,כחול כהה,,10/2022,פרטית,לא,לא,NaN,חולון,פרטית,
412,קיה סורנטו,2016,1,2359,"125,000 ₪","120,000",בנזין,אוטומט,לבן מטאלי,11/2016,12/2022,פרטית,לא,לא,NaN,עוזייר,,
413,מיצובישי ספייס סטאר,2014,2,1193,"23,500 ₪","168,354",בנזין,אוטומט,שחור,08/2014,09/2022,פרטית,כן,לא,3,קרית שמונה,פרטית,
414,סקודה סופרב (עד 2019),2014,4,1984,"58,000 ₪","150,000",בנזין,אוטומט,שחור,01/2014,01/2023,פרטית,לא,לא,15,אשדוד,פרטית,
415,אלפא רומיאו 159,2008,5,3195,"35,000 ₪","170,000",בנזין,אוטומט,כחול מטאלי,06/2008,06/2022,פרטית,לא,לא,14,אלישמע,פרטית,
416,סוזוקי סוויפט,2008,5,1490,"18,999 ₪","169,000",בנזין,אוטומט,כסוף,01/2008,01/2022,פרטית,לא,לא,14,אשקלון,פרטית,
417,פיאט 500C,2016,2,1242,"39,000 ₪","82,000",בנזין,dualogic,שחור מטאלי,12/2016,12/2021,פרטית,לא,לא,NaN,כפר סבא,פרטית,
418,מרצדס C-Class Taxi,2019,2,1950,"95,000 ₪","315,000",דיזל,אוטומט,לבן,01/2019,01/2022,מונית,לא,לא,9,חיפה,מונית,
419,מרצדס E-Class,2020,1,1991,לא צוין מחיר,"32,000",היברידי חשמל / בנזין,אוטומט,שחור,02/2020,02/2022,פרטית,כן,לא,2,לוד,,
420,יונדאי איוניק,2018,1,1580,"79,000 ₪","125,000",בנזין,אוטומט,לבן,09/2018,09/2022,ליסינג,כן,לא,NaN,חדרה,,כפיר עסקי רכב
421,מרצדס E-Class,2011,2,2996,"92,000 ₪","170,000",בנזין,אוטומט,שחור,08/2011,08/2022,פרטית,לא,לא,15,נצרת עילית / נוף הגליל,פרטית,
422,ב.מ.וו סדרה 5,2019,1,1998,"280,000 ₪","80,000",היברידי חשמל / בנזין,אוטומט,כסוף,09/2019,,פרטית,לא,לא,1,תל אביב יפו,,
423,מרצדס ML Class,2014,3,3498,"175,000 ₪","60,000",בנזין,אוטומט,אפור מטאלי,05/2014,05/2022,פרטית,לא,לא,15,אשדוד,פרטית,
424,סוזוקי בלנו,2000,1,1590,"6,000 ₪","177,000",בנזין,אוטומט,לבן,,06/2022,פרטית,לא,לא,NaN,חיפה,,
425,פולקסווגן גולף,2010,3,1390,"26,000 ₪","202,000",בנזין,אוטומט,לבן,10/2010,10/2022,פרטית,לא,לא,15,הוד השרון,פרטית,
426,פורד S-מקס,2013,2,1999,"22,800 ₪","174,000",בנזין,אוטומט,לבן,07/2013,10/2021,פרטית,לא,לא,15,שילת,ליסינג,סולי קאר
427,מרצדס C-Class,2007,5,1796,"22,000 ₪","243,000",בנזין,אוטומט,שחור,,12/2021,פרטית,כן,לא,NaN,חיפה,פרטית,נקסט קאר
428,דייהטסו סיריון,2009,2,1298,לא צוין מחיר,"147,000",בנזין,אוטומט,תכלת,05/2009,05/2022,פרטית,כן,לא,4,ראשון לציון,ליסינג,אוטו שי
429,פיאט 500,2015,2,1242,"22,000 ₪","113,000",בנזין,ידנית,לבן,10/2015,10/2022,פרטית,לא,לא,7,רחובות,פרטית,טרייד אין 770
430,ניסאן אלמרה,2015,3,1598,"27,900 ₪","153,000",בנזין,אוטומט,לבן,07/2015,07/2022,ליסינג,כן,לא,8,נתניה,פרטית,וי מוטורס
431,פורד מונדאו,2011,2,2261,"16,500 ₪","194,000",בנזין,אוטומט,שחור,03/2011,03/2022,פרטית,כן,לא,15,תל אביב יפו,ליסינג,אוטו חי - יוסי חזן בעמ
432,סיאט ארונה,2019,2,999,"87,500 ₪","110,000",בנזין,אוטומט,כסוף,04/2019,04/2022,פרטית,כן,לא,9,בת ים,פרטית,yes car
433,מיצובישי אטראז',2015,4,1193,"25,000 ₪","174,000",בנזין,אוטומט,אפור עכבר,07/2015,07/2022,פרטית,לא,לא,4,באר שבע,ליסינג,א.נייס קאר בעמ
434,יונדאי i20,2020,2,998,לא צוין מחיר,"10,000",בנזין,אוטומט,שחור מטאלי,08/2020,08/2022,פרטית,כן,לא,6,כפר סבא,פרטית,"ניו קאר ליס מוטורס בע""מ"
435,לקסוס IS250,2008,5,2500,"46,900 ₪","199,000",בנזין,אוטומט,לבן פנינה,02/2008,02/2022,פרטית,כן,לא,15,נתניה,פרטית,דולב
436,אופל קורסה,2015,1,1398,לא צוין מחיר,"80,000",בנזין,אוטומט,לבן,03/2015,03/2022,פרטית,כן,לא,12,ראשון לציון,,אוטו שי
437,סקודה קודיאק,2017,2,1968,"156,500 ₪","108,000",דיזל,אוטומט,כסוף,12/2017,12/2022,פרטית,כן,לא,NaN,בת ים,פרטית,yes car
438,רנו קליאו דור 4 (2013-2019),2018,2,1197,"49,900 ₪","83,000",בנזין,אוטומט,אפור מטאלי,05/2018,05/2022,פרטית,לא,לא,10,חיפה,ליסינג,מונט קאר
439,קיה סטוניק,2021,1,998,"126,000 ₪",1,בנזין,אוטומט,אדום,10/2021,11/2023,ליסינג,לא,לא,7,כפר סבא,,גלי ליסינג מכירת רכב
440,הונדה סיוויק סדאן החדשה,2014,3,1798,לא צוין מחיר,"152,000",בנזין,אוטומט,כסף מטלי,,,פרטית,כן,לא,NaN,קרית שמונה,פרטית,רמי קאר מוטורס
441,קיה ריו,2010,3,1399,לא צוין מחיר,"170,000",בנזין,אוטומט,לבן,05/2010,05/2022,פרטית,לא,לא,14,חיפה,פרטית,קאר דיל מוטורס
442,אאודי S5,2019,2,2995,"377,000 ₪","64,000",בנזין,אוטומט,שחור מטאלי,01/2019,,פרטית,כן,לא,15,נתניה,פרטית,4 גלגלים
443,מרצדס S-Class,2020,1,2996,לא צוין מחיר,"20,000",היברידי חשמל / בנזין,אוטומט,שחור מטאלי,08/2020,08/2022,פרטית,כן,לא,2,נתניה,,אהרוני ליסינג
444,פיאט 500X,2015,2,1368,לא צוין מחיר,"116,000",בנזין,אוטומט,כסוף מטאלי,11/2015,,פרטית,לא,לא,14,ראשון לציון,פרטית,
445,הונדה סיוויק סדאן החדשה,2008,3,1799,"23,900 ₪","177,000",בנזין,אוטומט,בז' מטאלי,,,פרטית,לא,לא,14,קרית ים,פרטית,
446,אאודי A3,2017,3,1395,"110,000 ₪","78,000",בנזין,אוטומט,שחור,06/2017,06/2022,פרטית,לא,לא,11,תל אביב יפו,פרטית,
447,שברולט סוניק,2014,4,1364,"26,000 ₪","145,100",בנזין,אוטומט,שחור מטאלי,11/2014,11/2022,פרטית,לא,לא,14,חיפה,פרטית,
448,מרצדס A-Class,2019,1,1991,"250,000 ₪","39,000",בנזין,אוטומט,לבן,07/2019,,פרטית,לא,לא,6,נתניה,,
449,אאודי A3,2011,5,1798,"43,000 ₪","160,000",בנזין,אוטומט,לבן מטאלי,08/2011,12/2022,פרטית,כן,לא,10,נהריה,פרטית,
450,פיאט פונטו גרנדה (דור III),2010,2,1242,"8,000 ₪","180,000",בנזין,ידנית,לבן מטאלי,04/2010,04/2022,פרטית,לא,לא,13,מגאר,פרטית,
451,מאזדה 3,2009,3,1598,לא צוין מחיר,"230,000",בנזין,אוטומט,אפור עכבר,07/2009,07/2022,פרטית,לא,לא,15,חיפה,פרטית,
452,הונדה סיוויק סדאן החדשה,2006,1,1799,"21,500 ₪","165,000",בנזין,אוטומט,כחול,,,פרטית,לא,לא,14,טבריה,,
453,סובארו אימפרזה ניו אייג',2007,2,1498,"10,001 ₪","240,000",בנזין,אוטומט,אפור,01/2007,09/2022,פרטית,לא,לא,NaN,יבנה,פרטית,
454,מאזדה 6,2008,3,1999,"19,000 ₪","210,000",בנזין,אוטומט,כסוף מטאלי,06/2008,06/2022,פרטית,לא,לא,15,אליכין,פרטית,
455,טויוטה קורולה,2009,2,1598,"24,000 ₪","214,000",בנזין,אוטומט,אפור מטאלי,09/2009,09/2022,פרטית,לא,לא,14,אורנית,חברה,
456,רנו פלואנס,2014,3,1461,"25,000 ₪","211,000",דיזל,אוטומט,לבן,,01/2022,פרטית,לא,לא,14,באר שבע,ליסינג,
457,יונדאי i10,2016,1,1248,לא צוין מחיר,"90,413",בנזין,אוטומט,כתום,11/2016,11/2022,פרטית,לא,לא,NaN,פתח תקווה,,סגל סער ציוד ורכב
458,מרצדס GLC-Class קופה,2021,1,3982,לא צוין מחיר,"7,000",בנזין,אוטומט,לבן פנינה,05/2021,05/2023,פרטית,לא,כן,2,נתניה,,
